code,company_name,market,feature,business_composition,industries,themes,business1,business2,business3,business_sales1,business_sales2,business_sales3,business_profit1,business_profit2,business_profit3,overseas
3937,Ubicomホールディングス,東証プライム,オフショアのシステム開発と医療関連ソフトが柱。フィリピンに開発拠点有し現地採用活発,テクノロジーコンサルティング73(12)、メディカル27(65)【海外】11 <25.3>,"システム,関東",フィリピン,テクノロジーコンサルティング,メディカル,,73,27,,12,65,,11
3939,カナミックネットワーク,東証プライム,自治体、医師会、介護事業者向けクラウドサービスが主柱。M&Aで24時間ジムやWeb開発も,カナミッククラウドサービス57、プラットホームサービス8、健康寿命延伸サービス23、他サービス2、ソリューションサービス10 <24.9>,"ソフト（業界）,関東",クラウド,,,,,,,,,,
3940,ノムラシステムコーポレーション,東証スタンダード,独SAPのERP(統合業務システム)導入コンサルや保守が軸、独自テンプレートも開発,ERPソリューション100 <24.12>,"システム,ソフト（業界）,関東",DX化支援,,,,,,,,,,
3941,レンゴー,東証プライム,板紙から段ボール製品まで一貫。板紙専業首位、製紙業界3位。軟包装など樹脂系包装材も有力,板紙・紙加工関連52(5)、軟包装関連18(3)、重包装関連5(3)、海外関連21(2)、他4(3)【海外】22 <25.3>,"紙パルプ,近畿",インド,板紙・紙加工関連,海外関連,軟包装関連,52,21,18,5,2,3,22
3943,大石産業,東証スタンダード,包装資材の総合メーカー。パルプモウルドで国内首位。樹脂フィルム拡充。マレーシア現法育成,緩衝機能材47(8)、包装機能材51(8)、他2(3) <25.3>,"紙パルプ,九州沖縄",フィルム,包装機能材,緩衝機能材,,51,47,,8,8,,
3944,古林紙工,東証スタンダード,印刷紙器のパッケージング総合大手メーカー。プラスチック包装材も手がける。中国現法拡大,印刷紙器91、プラスチック包材8、他1【海外】16 <24.12>,"紙パルプ,近畿",脱プラスチック,,,,,,,,,,16
3945,スーパーバッグ,東証スタンダード,百貨店、専門店向けの紙袋大手。スーパー、コンビニ向けにポリエチレン製のレジ袋も手がける,紙製品55(8)、化成品21(2)、他24(3) <25.3>,"紙パルプ,関東",政策保有株,紙製品,化成品,,55,21,,8,2,,
3946,トーモク,東証プライム,段ボール製品加工の専業首位。輸入住宅スウェーデンハウス主力の住宅と運輸倉庫の3本柱,段ボール55(7)、住宅26(2)、運輸倉庫19(2) <25.3>,"紙パルプ,戸建て,関東",段ボール,段ボール,住宅,運輸倉庫,55,26,19,7,2,2,
3947,ダイナパック,東証スタンダード,05年大日本紙業と日本ハイパックが合併。カゴメなど食品向け、工業製品向けの段ボールが主柱,包装材関連99(3)、不動産賃貸1(83)【海外】21 <24.12>,"紙パルプ,中部",ベトナム,包装材関連,不動産賃貸,,99,1,,3,83,,21
3948,光ビジネスフォーム,東証スタンダード,情報用紙や帳票類印刷主体から好採算のデータ出力サービスも柱に育つ。金融機関向けに強み,印刷関連32、DPP57、WEB3、BPO8 <24.12>,関東,印刷,,,,,,,,,,
3950,ザ・パック,東証プライム,百貨店や専門店向け等の紙袋で最大手。紙器でも有力。段ボールや紙おむつ用袋も手がける,紙加工品72(10)、化成品13(7)、他15(8) <24.12>,"紙パルプ,近畿",脱プラスチック,紙加工品,化成品,,72,13,,10,7,,
3951,朝日印刷,東証スタンダード,医薬品包装資材首位、化粧品用上位。大手メーカー向け多い。包装機械などの販売も手がける,印刷包材92(23)、包装システム販売7(16)、他1(18) <25.3>,"印刷,中部",政策保有株,印刷包材,包装システム販売,,92,7,,23,16,,
3953,大村紙業,東証スタンダード,段ボール製品、シートが主体。ユーザー密着型の工場分散展開。多品種、小ロット、短納期が身上,段ボールシート17、段ボールケース66、ラベル3、他14 <25.3>,"紙パルプ,関東",段ボール,,,,,,,,,,
3954,昭和パックス,東証スタンダード,クラフト紙袋首位。石化業界の輸出用途に強み。タイでも生産。ビニールハウスなどフィルムも,重包装袋66(9)、フィルム製品18(4)、コンテナー8(2)、不動産賃貸1(51)、他7(9)【海外】17 <25.3>,"紙パルプ,関東",脱プラスチック,重包装袋,フィルム製品,コンテナー,66,18,8,9,4,2,17
3955,イムラ,東証スタンダード,封筒事業で業界首位。シェア2割強。DM向けなどの窓封筒に強み。利益は上期の比重高い,パッケージソリューション72(8)、メーリング&デジタルソリューション19(4)、他9(-1) <25.1>,"文房具,近畿",脱プラスチック,パッケージソリューション,メーリング&デジタルソリューション,,72,19,,8,4,,
3958,笹徳印刷,東証スタンダード,印刷物の企画・デザイン・印刷などに加え、販促プロモーションなども手がける総合印刷会社,パッケージング分野66、コミュニケーション分野34 <24.6>,中部,紙器,,,,,,,,,,
3961,シルバーエッグ・テクノロジー,東証グロース,AI(人工知能)を活用した、Web上のマーケティング支援ツールを提供。閲覧分析に定評,レコメンデーションサービス100 <24.12>,"eコマース,近畿",AI,,,,,,,,,,
3962,チェンジホールディングス,東証プライム,地方自治体・企業のDXを支援。業務フロー再構築やITツール提供。ふるさと納税が稼ぎ頭,NEW‐ITトランスフォーメーション44(29)、パブリテック56(50) <25.3>,"システム,関東",DX化支援,パブリテック,NEW‐ITトランスフォーメーション,,56,44,,50,29,,
3963,シンクロ・フード,東証プライム,飲食店向けに求人、不動産、食材仕入れ等の情報サイトを運営。求人掲載料課金や広告が収益源,メディアプラットフォーム92(27)、M&A仲介8(30) <25.3>,"アプリ,関東",Z世代,メディアプラットフォーム,M&A仲介,,92,8,,27,30,,
3964,オークネット,東証プライム,多分野で業者間のネットオークションを開催。中古車とスマホ等のデジタル機器が利益の柱,ライフスタイルプロダクツ69(14)、モビリティ&エネルギー26(25)、他5(-12)【海外】18 <24.12>,"中古車,中古,関東",インバウンド,ライフスタイルプロダクツ,モビリティ&エネルギー,,69,26,,14,25,,18
3965,キャピタル・アセット・プランニング,東証スタンダード,生命保険向けシステム開発が主。銀行・証券向けに相続・事業承継の資産管理システムなど育成,システム開発93、使用許諾・保守運用7、他0 <24.9>,"システム,近畿",生成AI,,,,,,,,,,
3967,エルテス,東証グロース,炎上や内部脅威検知などリスク管理支援が柱。警備業や自治体のDX推進も。ラックと提携,デジタルリスク34(46)、AIセキュリティ22(-3)、DX推進23(1)、スマートシティ20(-7) <25.2>,"サイバー,アプリ,関東",情報セキュリティ,デジタルリスク,DX推進,,34,23,,46,1,,
3968,セグエグループ,東証プライム,セキュリティ品の輸入販売とソリューション関連が両輪。SE派遣に強み。自社開発品成長中,ソリューションプロダクト59、ソリューションサービス41 <24.12>,"サイバー,関東",SI,,,,,,,,,,
3969,エイトレッド,東証スタンダード,ソフトクリエイトHD傘下。ワークフローソフト専業。パッケージと中小向けにクラウド展開,パッケージソフト51、クラウドサービス49 <25.3>,"ソフト（業務）,関東",クラウド,,,,,,,,,,
3970,イノベーション,東証グロース,IT製品比較・資料請求サイト運営。掲載企業に成果報酬型課金。クラウド型マーケツールも,オンラインメディア74(38)、ITソリューション7(35)、金融プラットフォーム18(-19)、VCファンド-(-) <25.3>,"アプリ,関東",比較サイト,オンラインメディア,ITソリューション,,74,7,,38,35,,
3974,SCAT,東証スタンダード,美容サロン向け顧客管理システム、集客支援アプリが主。経理代行や老人ホーム運営も手がける,美容ICT59(4)、ビジネスサービス12(9)、介護サービス29(6)、他1(52) <24.10>,"システム,理美容,関東",介護,美容ICT,介護サービス,ビジネスサービス,59,29,12,4,6,9,
3976,シャノン,東証グロース,営業活動に必要な情報を管理・運用するクラウドサービスが柱。イノベーションの子会社に,サブスクリプション75(11)、イベントクラウド15(9)、メタバース1(-39)、広告8(-13) <24.10>,"ソフト（業務）,関東",生成AI,サブスクリプション,イベントクラウド,,75,15,,11,9,,
3979,うるる,東証グロース,月額課金の入札情報サービスが柱。BPO、写真出張撮影・販売、電話代行などの事業も展開,NJSS48(43)、fondesk15(17)、フォト12(-7)、CGS他-(-)、BPO24(8)、クラウドソーシング0(-20) <25.3>,"アプリ,関東",BPO,NJSS,BPO,fondesk,48,24,15,43,8,17,
3981,ビーグリー,東証スタンダード,電子コミック配信サービス『まんが王国』運営。女性向け電子コミック等の出版事業も手がける,プラットフォーム64(5)、コンテンツ36(17) <24.12>,"アプリ,関東,出版",IPビジネス,プラットフォーム,コンテンツ,,64,36,,5,17,,
3983,オロ,東証プライム,自社開発ERPソフト提供。Web活用のマーケティング支援も。アジア各地に現法立ち上げ,クラウドソリューション62(44)、マーケティングソリューション38(19) <24.12>,"システム,ソフト（業務）,関東",クラウド,クラウドソリューション,マーケティングソリューション,,62,38,,44,19,,
3984,ユーザーローカル,東証プライム,ビッグデータの各種解析ツールや人工知能(AI)を使った業務支援ツールを開発・提供,データクラウド100 <24.6>,関東,生成AI,,,,,,,,,,
3985,テモナ,東証スタンダード,定期販売特化型の通販システムが柱。健康食品・化粧品顧客に強み。広告・販促効率化ツールも,EC支援80(-3)、エンジニアリング20(-1) <24.9>,"システム,関東",サブスクリプション,,,,,,,,,,
3986,ビーブレイクシステムズ,東証グロース,クラウドERPを開発、販売。低コスト、拡張性あるセミオーダー型に特徴。サービス業が主顧客,パッケージ57(49)、システムインテグレーション43(23) <24.6>,"システム,関東",クラウド,パッケージ,システムインテグレーション,,57,43,,49,23,,
3987,エコモット,東証グロース,IoTインテグレーション事業を展開。建設情報化施工支援システムが主軸。KDDIと緊密,IoTビジネスイノベーション40、コンストラクションソリューション36、IoTパワード24 <24.8>,"システム,北海道東北",IoT,,,,,,,,,,
3988,SYSホールディングス,東証スタンダード,自動車、工作機械用ソフトや電力、金融向けシステムの開発。IT人材育成やM&Aに積極投資,グローバル製造業ソリューション36、社会情報インフラ・ソリューション61、モバイル・ソリューション3 <24.7>,"システム,中部",CASE,,,,,,,,,,
3989,シェアリングテクノロジー,東証グロース,住まい関連トラブル対応のマッチングサイトを運営。多角化路線改め、柱の住まい関連に集中,暮らしのお困りごと100 <24.9>,"アプリ,中部",害虫駆除・防除,,,,,,,,,,
3991,ウォンテッドリー,東証グロース,ビジネスSNS『ウォンテッドリー』運営。人材募集掲載ツール利用料が収益源。人材定着支援も,ビジネスSNS100 <24.8>,"人材派遣,関東,転職",シンガポール,,,,,,,,,,
3992,ニーズウェル,東証プライム,金融システム開発に強み。ソリューション事業強化。エンドユーザーと直接取引は売上高の6割,業務系システム開発66、IT基盤18、ソリューション16 <24.9>,"システム,関東",情報セキュリティ,,,,,,,,,,
3993,PKSHA Technology,東証プライム,深層学習などAIアルゴリズム開発から出発。対話自動化機能など汎用化しSaaS型で提供,AI Research&Solution59(20)、AI SaaS41(35) <24.9>,関東,LLM,AI Research&Solution,AI SaaS,,59,41,,20,35,,
3994,マネーフォワード,東証プライム,中小企業向け業務ソフトのSaaS、決済等のフィンテックに注力。個人向け資産管理アプリも,Business75、Home12、金融機関向け7、Finance6、他0 <24.11>,"ソフト（業務）,関東",クラウド,,,,,,,,,,
3996,サインポスト,東証スタンダード,金融機関や公共向けシステム開発コンサル主力、AIレジ育成中でJR東日本子会社と合弁も,コンサルティング96(22)、イノベーション2(-282)、DX・地方共創2(-24) <25.2>,"システム,関東",セルフレジ,コンサルティング,,,96,,,22,,,
3997,トレードワークス,東証スタンダード,金融関連会社のシステム開発・保守・運用など。インサイダー取引等不正取引の監視も行う,金融ソリューション67、FXシステム4、デジタルコマース6、ソフト受託開発他6、基幹サーバー設計他17 <24.12>,"システム,関東",SaaS,,,,,,,,,,
3998,すららネット,東証グロース,低学力の子どもにも合うオンライン学習教材『すらら』を塾や学校、個人に提供。塾開業支援も,eラーニング関連98、他2 <24.12>,"ソフト（業界）,教育・塾,関東",教科書・教材,,,,,,,,,,
4004,レゾナック・ホールディングス,東証プライム,総合化学メーカー。20年に日立化成買収。半導体材料・石油化学が柱。自動車部材にも注力,半導体・電子材料32(14)、モビリティ15(2)、イノベーション材料7(10)、ケミカル37(2)、他8(-1)【海外】56 <24.12>,"化学,半導体材料,関東",構造改革,ケミカル,半導体・電子材料,モビリティ,37,32,15,2,14,2,56
4005,住友化学,東証プライム,総合化学大手。石油化学はシンガポール、サウジでも合弁展開。医薬品、農薬、電子材料等が稼ぐ,アグロライフ21(10)、ICTモビ23(12)、アドバンスメディ2(5)、エッセンシャル34(-6)、ファーマ15(9)、他4(40)【海外】70 <25.3>,"化学,農業,半導体材料",シンガポール,ICTモビ,アグロライフ,ファーマ,23,21,15,12,10,9,70
4008,住友精化,東証プライム,紙おむつ用の高吸水性樹脂が大黒柱。国内外に生産拠点。各種工業用ガス、微粒子ポリマー等も,吸水性樹脂78(7)、機能マテリアル22(8)、他0(0)【海外】74 <25.3>,"化学,近畿",シンガポール,吸水性樹脂,機能マテリアル,,78,22,,7,8,,74
4011,ヘッドウォータース,東証グロース,AIを活用したソリューションを提供。業務分析から開発、保守・運用まで一気通貫。DX支援も,AIインテグレーションサービス50、DXサービス45、プロダクトサービス5 <24.12>,関東,生成AI,,,,,,,,,,
4012,アクシス,東証スタンダード,金融機関、公的機関向け主体にシステム構築展開。車両の位置情報把握するクラウドサービスも,システムインテグレーション94、ITサービス6 <24.12>,"システム,関東",SI,,,,,,,,,,
4013,勤次郎,東証グロース,就業管理パッケージ『勤次郎』の機能強化版を展開。クラウド比率上昇。健康経営需要にも対応,HRM96(16)、不動産賃貸4(22) <24.12>,"ソフト（業務）,関東",クラウド,HRM,不動産賃貸,,96,4,,16,22,,
4014,カラダノート,東証グロース,妊娠育児ママ向け無料アプリなど家族支援展開。経営資源を生保など金融や住宅領域に集中化,ファミリーデータプラットフォーム100 <24.7>,"アプリ,関東",子育て支援,,,,,,,,,,
4015,ペイクラウドホールディングス,東証グロース,自社専用の電子マネー『独自ペイ』を提供。電子看板事業が第二の柱に。メール自動配信も,キャッシュレスサービス49(18)、デジタルサイネージ40(14)、ソリューション11(31)、他0(-7076) <24.8>,"決済,関東",キャッシュレス,キャッシュレスサービス,デジタルサイネージ,ソリューション,49,40,11,18,14,31,
4016,MITホールディングス,東証スタンダード,独立系SIで公共・金融・エネルギー向け主。CAD、デジタルブック等DXソリューション育成,システムインテグレーションサービス87、DXソリューションサービス13 <24.11>,"システム,関東",SI,,,,,,,,,,
4017,クリーマ,東証グロース,ハンドメイド作品のEC市場『Creema』運営。10%の成約手数料が柱。作品の広告表示も,マーケットプレイスサービス59、プラットフォームサービス28、イベントサービス7、他6 <25.2>,関東,eコマース,,,,,,,,,,
4019,スタメン,東証グロース,情報共有・課題解決クラウドサービス『TUNAG』主体。コミュニティ支援などグループ経営,エンゲージメントプラットフォーム100 <24.12>,"ソフト（業務）,中部",クラウド,,,,,,,,,,
4020,ビートレンド,東証グロース,外食、小売り等向けにスマホアプリによるCRM(顧客管理)サービス展開。販促メール配信も,CRMサービス82、カスタマイズサービス18、他サービス1 <24.12>,"システム,関東",CRM,,,,,,,,,,
4021,日産化学,東証プライム,農薬は国内販売額首位級、液晶配向材や半導体露光で使われる材料も強い。高収益の中堅化学,化学品9(0)、機能性材料27(29)、農業化学品26(30)、ヘルスケア2(32)、卸売33(3)、他4(2)【海外】58 <25.3>,"化学,農業,関東",インド,卸売,機能性材料,農業化学品,33,27,26,3,29,30,58
4022,ラサ工業,東証プライム,1907年の沖縄ラサ島リン鉱脈発見が起点。半導体向けなどリン酸が主力。工業薬・機械併営,化成品84(13)、機械10(3)、電子材料4(16)、他2(64)【海外】41 <25.3>,"化学,関東",経済安全保障,化成品,機械,電子材料,84,10,4,13,3,16,41
4023,クレハ,東証プライム,塩素化学の工業薬・肥料発祥。車載電池向けのPVDFが成長柱。クレラップ等樹脂製品強い,機能製品35(-3)、化学製品19(2)、樹脂製品25(17)、建設関連9(6)、他11(12) <25.3>,"化学,関東",リチウムイオン電池,樹脂製品,化学製品,建設関連,25,19,9,17,2,6,
4025,多木化学,東証プライム,肥料は1885年創業の先駆。水処理薬剤等化学品、商業施設賃貸も。バカマツタケ事業化急ぐ,アグリ28(2)、化学品47(11)、建材10(1)、石油5(1)、不動産3(52)、運輸7(9) <24.12>,"化学,農業,近畿",肥料,化学品,アグリ,建材,47,28,10,11,2,1,
4026,神島化学工業,東証スタンダード,窯業系の不燃内外装建材が主力。マグネシウム、セラミックスなど化成品の生産・販売を拡充,建材54(7)、化成品46(16)【海外】26 <24.4>,"化学,住宅設備,近畿",核融合発電,建材,化成品,,54,46,,7,16,,26
4027,テイカ,東証プライム,塗料、UV化粧品向けなど酸化チタン大手。導電性高分子薬剤、医療診断用圧電材料は用途拡大,機能性材料51(5)、電子材料・化成品47(7)、他2(11)【海外】41 <25.3>,"化学,近畿",化粧品,機能性材料,電子材料・化成品,,51,47,,5,7,,41
4028,石原産業,東証プライム,顔料など酸化チタン大手。MLCC向けチタン酸バリウムなど機能材料が柱。農薬は新興国開拓,有機化学47(18)、無機化学50(2)、他3(9)【海外】60 <25.3>,"農業,近畿",インド,無機化学,有機化学,,50,47,,2,18,,60
402A,アクセルスペースホールディングス,東証グロース,―,,,宇宙・衛星,,,,,,,,,,
4031,片倉コープアグリ,東証スタンダード,片倉工業系の肥料企業が発祥。丸紅系。全農系コープケミカルと合併、肥料最大手、化学品育成,肥料80(0)、化学品15(10)、不動産1(1)、他5(3) <25.3>,"化学,農業,関東",肥料,肥料,化学品,不動産,80,15,1,0,10,1,
4040,南海化学,東証スタンダード,中山製鋼所から独立した化学品メーカー。主力は苛性ソーダとその派生品。原塩加工販売も,化学品78(13)、各種塩22(8) <25.3>,,化学品,化学品,各種塩,,78,22,,13,8,,
4041,日本曹達,東証プライム,農薬が柱、化学品も稼ぐ。医薬品添加剤HPC国内首位。半導体フォトレジスト材も。下期偏重,ケミカルマテリアル23(12)、アグリビジ35(10)、トレード&ロジ28(5)、エンジニア8(11)、エコソリューション6(1) <25.3>,"農業,倉庫,化学",有機EL,アグリビジ,トレード&ロジ,ケミカルマテリアル,35,28,23,10,5,12,
4042,東ソー,東証プライム,塩ビ・苛性ソーダ大手、石化も展開。免疫診断装置・試薬や触媒、歯科材料など機能商品を強化,石油化学19(4)、クロル・アルカリ35(2)、機能商品25(13)、エンジニアリング16(18)、他4(3)【海外】51 <25.3>,"医療機器,化学,中国四国",バイオ医薬品,クロル・アルカリ,機能商品,石油化学,35,25,19,2,13,4,51
4043,トクヤマ,東証プライム,半導体用シリコンの世界大手。塩ビ・苛性ソーダ、セメントなども。製品の大半を徳山で製造,化成品34(9)、セメント19(12)、電子先端材料25(11)、ライフサイエンス12(19)、環境事業1(1)、他9(5)【海外】27 <25.3>,"化学,セメント,医療機器",EV関連,化成品,電子先端材料,セメント,34,25,19,9,11,12,27
4044,セントラル硝子,東証プライム,ガラス国内3位。仏サンゴバンと提携。車向けは赤字の海外撤退し国内専念。化成品に利益依存,ガラス59(9)、化成品41(4) <25.3>,"ガラス,半導体材料,関東",リチウムイオン電池,ガラス,化成品,,59,41,,9,4,,
4045,東亞合成,東証プライム,アクリル酸エステルの先駆。車載電池向け材料も展開。瞬間接着剤『アロンアルフア』を擁す,基幹化学品47(10)、ポリマー・オリゴマー21(10)、接着材料8(3)、高機能材料6(12)、樹脂加工製品17(6)、他1(-40)【海外】17 <24.12>,"化学,関東",半導体関連,基幹化学品,ポリマー・オリゴマー,樹脂加工製品,47,21,17,10,10,6,17
4046,大阪ソーダ,東証プライム,エポキシ樹脂原料などの基礎化学品や機能化学品を展開。医薬品精製材料では世界トップ,基礎化学品39(6)、機能化学品30(15)、ヘルスケア14(51)、商社部門他17(5)【海外】38 <25.3>,"化学,近畿",インド,基礎化学品,機能化学品,商社部門他,39,30,17,6,15,5,38
4047,関東電化工業,東証プライム,古河系。半導体・液晶用特殊ガスは微細化、多層化に強み。2次電池電解質も。中韓生産拠点整備,基礎化学品13(-7)、精密化学品79(8)、鉄系4(15)、商事1(7)、設備3(7)【海外】51 <25.3>,"半導体材料,関東",中国,精密化学品,鉄系,設備,79,4,3,8,15,7,51
4051,GMOフィナンシャルゲート,東証プライム,GMOペイメントゲートウェイ傘下。店舗等対面領域でキャッシュレスプラットフォーム提供,イニシャル64、ストック9、フィー20、スプレッド7 <24.9>,"決済,関東",インバウンド,,,,,,,,,,
4052,フィーチャ,東証グロース,車載部品メーカー等向けに先進運転支援関連の画像認識ソフトを開発。中国に開発子会社,画像認識ソフトウェア開発100 <24.6>,"システム,関東",画像認識,,,,,,,,,,
4053,Sun Asterisk,東証プライム,企業の新規事業開発をデジタル技術、ビジネス設計の両面で継続支援。IT人材の育成・紹介も,クリエイティブ&エンジニアリング85、タレントプラットフォーム15 <24.12>,"システム,リスキリ,関東",ベトナム,,,,,,,,,,
4054,日本情報クリエイト,東証グロース,賃貸用不動産の仲介、管理業務を効率化するソフトを提供。初期費用を抑えた月額のSaaS型,管理ソリューション62、仲介ソリューション37、他1 <24.6>,"ソフト（業界）,不動産,九州沖縄",SaaS,,,,,,,,,,
4055,ティアンドエスグループ,東証グロース,製造業の生産管理システムの受託開発や保守が柱。半導体工場の保守・運用も。AI関連を育成,DXソリューション60、半導体ソリューション30、AIソリューション10 <24.9>,"システム,関東",半導体関連,,,,,,,,,,
4056,ニューラルグループ,東証グロース,エッジAIサービスなどを開発。AI搭載LEDビジョンなどのプロダクトを幅広く展開,AIエンジニアリング100 <24.12>,関東,エッジAI,,,,,,,,,,
4057,インターファクトリー,東証グロース,EC事業者向けにクラウド型ECプラットフォーム『エビスマート』と保守運用を提供,システム運用保守61、システム受託開発34、他5 <24.5>,"ソフト（業界）,eコマース,関東",クラウド,,,,,,,,,,
4058,トヨクモ,東証グロース,業務アプリ展開。サイボウズ社キントーン連携と安否確認のサービスが主力。スケジューラーも,法人向けクラウドサービス100 <24.12>,"ソフト（業務）,関東",DX化支援,,,,,,,,,,
4059,まぐまぐ,東証スタンダード,メルマガ配信サービス展開。メルマガ課金と運営メディアの広告収入が主。エアトリが親会社,プラットフォーム67(56)、メディア広告33(24)、他0(23) <24.9>,"アプリ,関東",メディア,プラットフォーム,メディア広告,,67,33,,56,24,,
4060,rakumo,東証グロース,グループウェア拡張製品『rakumo』を提供。低価格のクラウド型で安定収益積み上げ,SaaSサービス97、ソリューションサービス2、ITオフショア開発サービス2 <24.12>,"ソフト（業務）,関東",クラウド,,,,,,,,,,
4061,デンカ,東証プライム,特殊合成ゴムや機能樹脂など生産。注力中の電子先端分野が成長中。ワクチンや検査試薬なども,電子・先端プロダクツ23(10)、ライフイノベーション11(22)、エラストマー・インフラ28(-7)、ポリマー34(1)、他4(11)【海外】45 <25.3>,"化学,関東",半導体関連,ポリマー,電子・先端プロダクツ,ライフイノベーション,34,23,11,1,10,22,45
4062,イビデン,東証プライム,エヌビディア・インテル向けパッケージ基板。プリント配線板や商用車用排ガスフィルターも,電子53(14)、セラミック23(15)、他24(8)【海外】71 <25.3>,"電子部品,半導体材料,中部",生成AI,電子,セラミック,,53,23,,14,15,,71
4063,信越化学工業,東証プライム,塩化ビニル樹脂、半導体シリコンウエハで世界首位。ケイ素樹脂、フォトレジスト等も。好財務,生活環境基盤材料41(28)、電子材料36(35)、機能材料18(22)、加工・商事・技術サービス5(10)【海外】80 <25.3>,"化学,半導体材料,関東",EUV,生活環境基盤材料,電子材料,機能材料,41,36,18,28,35,22,80
4064,日本カーバイド工業,東証プライム,各種の機能樹脂やセラミック基板等展開。ステッカー、再帰反射シートも。子会社でアルミ建材,電子・機能製品36(5)、フィルム・シート43(12)、建材関連14(1)、エンジニアリング7(12)【海外】54 <25.3>,"化学,関東",半導体関連,フィルム・シート,電子・機能製品,建材関連,43,36,14,12,5,1,54
4068,ベイシス,東証グロース,携帯電話基地局の保守・運用を全国展開。電気・ガス等のスマートメーター設置と遠隔監視も,モバイルエンジニアリングサービス52、IoTエンジニアリングサービス36、他11 <24.6>,,防災・減災,,,,,,,,,,
4069,BlueMeme,東証グロース,ローコード開発とアジャイル手法を標榜する次世代システム開発会社。コンサル、教育事業も,DX100 <25.3>,"システム,関東",DX化支援,,,,,,,,,,
4071,プラスアルファ・コンサルティング,東証プライム,人材活用軸にデータ分析・可視化のクラウドサービス提供。マーケティング支援やCRM用途も,マーケティングソリューション27(43)、HRソリューション73(40) <24.9>,"ソフト（業務）,リスキリ,関東",生成AI,HRソリューション,マーケティングソリューション,,73,27,,40,43,,
4072,電算システムホールディングス,東証プライム,電算システムが21年7月持株会社に移行。グーグル含む情報処理サービスと収納代行が2本柱,情報サービス61(-1)、収納代行サービス39(11) <24.12>,"ソフト（業務）,ソフト（業界）",クラウド,収納代行サービス,,,39,,,11,,,
4073,ジィ・シィ企画,東証グロース,小売り軸にキャッシュレス決済システム開発から保守、運用まで提供。カスタマイズ力に強み,ペイメントインテグレーション45(11)、ペイメントサービス55(6)、他-(-) <24.6>,関東,サブスクリプション,ペイメントサービス,ペイメントインテグレーション,,55,45,,6,11,,
4074,ラキール,東証グロース,企業のDX化を支援するプロダクトサービスとシステム開発が2本柱。MBOにより17年独立,プロフェッショナルサービス42、プロダクトサービス58 <24.12>,"システム,関東",サブスクリプション,,,,,,,,,,
4075,ブレインズテクノロジー,東証グロース,AI実装のソフト事業が柱。製造、情報通信、建設業中心に、異常検知と企業内検索エンジン提供,ソフトウエアライセンス販売25、導入支援作業36、ソフトウエア保守・利用サービス39 <24.7>,"ソフト（業界）,関東",情報通信,,,,,,,,,,
4076,シイエヌエス,東証グロース,企業向けシステム受託開発が柱。ビッグデータ分析やクラウド基盤構築も。金融や公共向け強い,ビッグデータ分析17、業務システムインテグレーション23、デジタル革新推進27、システム基盤27、コンサルティング6 <24.5>,"システム,関東",ビッグデータ,,,,,,,,,,
4078,堺化学工業,東証プライム,1918年創立で亜鉛から発祥。酸化チタン大手で電子材料や風邪薬『改源』含む薬品等も展開,電子材料12(15)、化粧品材料3(11)、有機化学品8(12)、衛生材料7(8)、受託加工8(9)、酸化チタン・亜鉛製品他63(9)【海外】19 <25.3>,近畿,EV関連,酸化チタン・亜鉛製品他,電子材料,有機化学品,63,12,8,9,15,12,19
4080,田中化学研究所,東証スタンダード,住友化学傘下。リチウムイオン電池・ニッケル水素電池向けの正極材料専業。車載電池用に注力,リチウムイオン電池向け製品78、ニッケル水素電池向け製品14、他8【海外】19 <25.3>,"蓄電池,化学,中部",リチウムイオン電池,,,,,,,,,,19
4082,第一稀元素化学工業,東証プライム,自動車排ガス浄化触媒、電材向けジルコニウム化合物の首位メーカー。燃料電池用途開発に注力,戦略分野15、自動車排ガス浄化触媒分野62、基盤分野23【海外】54 <25.3>,"化学,近畿",燃料電池,,,,,,,,,,54
4088,エア・ウォーター,東証プライム,産業ガス2位、医療用酸素で首位。加工食品・農業、医療機器、ケミカル等でM&A戦略を推進,D&I33(10)、ES7(6)、H&S23(6)、A&F16(4)、他22(5) <25.3>,"医療機器,化学,近畿",インド,D&I,H&S,A&F,33,23,16,10,6,4,
4091,日本酸素ホールディングス,東証プライム,産業ガス国内首位。米国やアジア等で事業拡大、M&Aで欧州にも進出。三菱ケミカルG傘下,日本31(11)、米国28(15)、欧州25(19)、アジア・オセアニア14(8)、サーモス2(19)【海外】67 <25.3>,"化学,半導体材料,関東",ラピダス,日本,米国,欧州,31,28,25,11,15,19,67
4092,日本化学工業,東証プライム,工業薬品老舗、MLCC向けチタン酸バリウム等機能材が柱。総還元性向4割、DOE2%超,化学品47(8)、機能品49(6)、賃貸2(57)、他2(3)【海外】12 <25.3>,"化学,関東",化学品,機能品,化学品,賃貸,49,47,2,6,8,57,12
4093,東邦アセチレン,東証プライム,溶接切断用ガス製造で発祥。産業用、家庭用LPG、器具器材も併営。東ソー、日本酸素HD系,ガス関連61(9)、エスプーマ関連5(30)、器具器材関連27(3)、自動車機器関連3(2)、製氷機関連3(19)、他1(21) <25.3>,"化学,北海道東北",LPG,ガス関連,器具器材関連,エスプーマ関連,61,27,5,9,3,30,
